id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm26638,The Texas Chainsaw Massacre: The Beginning,MOVIE,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.",2006,R,91,"['thriller', 'horror', 'documentation']",['US'],,tt0420294,5.8,72845,57.763,6.1
tm30603,Hancock,MOVIE,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",2008,PG-13,92,"['fantasy', 'action', 'crime', 'drama']",['US'],,tt0448157,6.4,476593,121.985,6.33
tm29737,Rambo,MOVIE,"When governments fail to act on behalf of captive missionaries, ex-Green Beret John James Rambo sets aside his peaceful existence along the Salween River in a war-torn region of Thailand to take action.  Although he's still haunted by violent memories of his time as a U.S. soldier during the Vietnam War, Rambo can hardly turn his back on the aid workers who so desperately need his help.",2008,R,92,"['action', 'thriller', 'war', 'european']","['DE', 'US']",,tt0462499,7,230333,72.224,6.6
tm101334,Death at a Funeral,MOVIE,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",2010,R,92,"['comedy', 'drama']",['US'],,tt1321509,5.7,49901,15.989,5.8
tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78,0.6,5
tm53991,Big Daddy,MOVIE,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",1999,PG-13,93,"['drama', 'comedy', 'european']",['US'],,tt0142342,6.4,215053,26.848,6.45
tm1822,3 Ninjas Kick Back,MOVIE,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",1994,PG,93,"['comedy', 'family', 'action', 'sport']","['JP', 'US']",,tt0109015,4.5,9321,12.603,5.5
tm191431,Double Team,MOVIE,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,1997,R,93,"['action', 'scifi', 'comedy', 'thriller']","['HK', 'US']",,tt0119013,4.8,34396,14.599,5.1
tm141707,Blood and Bone,MOVIE,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",2009,R,93,"['thriller', 'sport', 'action', 'crime', 'drama']",['US'],,tt0346631,6.7,33051,33.787,7.4
tm70993,Life of Brian,MOVIE,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,R,94,['comedy'],['GB'],,tt0079470,8,395024,17.77,7.8
tm157853,In Defense of a Married Man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,,94,"['drama', 'crime']",['US'],,tt0099396,5.6,207,2.444,4.9
tm192769,Vegas Vacation,MOVIE,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",1997,PG,94,['comedy'],['US'],,tt0120434,5.9,49377,12.537,6.1
tm56033,Croupier,MOVIE,"Jack Manfred is an aspiring writer who to make ends meet, takes a job as a croupier. Jack remains an observer, knowing that everything in life is a gamble and that gamblers are born to lose. Inevitably, he gets sucked into the world of the casino which takes its toll on his relationships and the novel he is writing.",1998,R,94,"['drama', 'european', 'crime']","['IE', 'GB', 'DE', 'FR']",,tt0159382,7,21599,8.381,6.8
tm39828,Semi-Pro,MOVIE,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",2008,R,94,"['comedy', 'sport', 'european']",['US'],,tt0839980,5.8,82159,12.789,5.6
tm147211,The Men Who Stare at Goats,MOVIE,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",2009,R,94,"['comedy', 'war']","['US', 'GB']",,tt1234548,6.2,132177,19.022,6
tm80906,Anchorman: The Legend of Ron Burgundy,MOVIE,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",2004,PG-13,95,['comedy'],['US'],,tt0357413,7.1,353118,20.606,6.7
tm169949,Just Like Heaven,MOVIE,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.",2005,PG-13,95,"['romance', 'drama', 'comedy', 'fantasy']",['US'],,tt0425123,6.7,108029,17.486,6.9
tm102337,A Nightmare on Elm Street,MOVIE,"The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.",2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],,tt1179056,5.2,99894,39.672,5.5
tm90864,Due Date,MOVIE,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",2010,R,95,"['comedy', 'drama']",['US'],,tt1231583,6.5,341390,36.06,6.3
tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,"['comedy', 'romance', 'drama']",['US'],,tt0098635,7.7,216199,15.123,7.4
tm192199,Spawn,MOVIE,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",1997,PG-13,96,"['scifi', 'action', 'drama', 'horror']",['US'],,tt0120177,5.2,68184,16.989,5.343
tm77649,Premonition,MOVIE,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.",2007,PG-13,96,"['thriller', 'drama', 'fantasy']",['US'],,tt0477071,5.9,78494,14.21,6.3
tm156453,FTA,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,R,97,"['war', 'documentation', 'music', 'comedy']",['US'],,tt0068562,6.2,418,1.268,6.1
tm177480,Police Academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,R,97,"['crime', 'comedy']",['US'],,tt0087928,6.7,124881,25.533,6.6
tm147710,National Lampoon's Christmas Vacation,MOVIE,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",1989,PG-13,97,"['comedy', 'european']",['US'],,tt0097958,7.5,185760,18.862,7.2
tm189764,Menace II Society,MOVIE,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,1993,R,97,"['drama', 'crime', 'thriller']",['US'],,tt0107554,7.5,58179,13.928,7.542
tm10739,Johnny Mnemonic,MOVIE,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits—and will kill him if the data is not removed in time—but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.",1995,R,97,"['action', 'drama', 'scifi', 'thriller']","['CA', 'US']",,tt0113481,5.6,71563,10.75,5.7
tm7032,Out of Life,MOVIE,"Patrick Perrault, a photo-journalist covering the war in Beirut in the late 1980s, is himself caught up in the hostilities when one day he is picked up and bundled into a car at gun-point. Blind-folded, he is taken to an unknown location where he discovers that he is being taken hostage by Lebanese guerrillas.",1991,,97,"['drama', 'war', 'crime', 'european']","['BE', 'FR', 'IT', 'LB']",,tt0102058,6.9,376,2.481,6.2
tm91952,Mean Girls,MOVIE,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",2004,PG-13,97,['comedy'],"['CA', 'US']",,tt0377092,7.1,375975,57.235,7.2
tm141390,Friday the 13th,MOVIE,A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,2009,R,97,"['horror', 'thriller']",['US'],,tt0758746,5.5,106970,45.551,5.8
tm74780,The Bucket List,MOVIE,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],,tt0825232,7.4,244028,22,7.2
tm150214,Freddy vs. Jason,MOVIE,"In an attempt to free himself from a state of forgotten limbo, evil dream-demon Freddy Krueger devises a plan to manipulate un-dead mass murderer Jason Voorhees  into slicing-and-dicing his way through the teenage population of Springwood.  But when the master of dreams loses control of his monster, a brutal fight to the death is the only way out.",2003,R,97,"['horror', 'action']","['IT', 'US']",,tt0329101,5.7,118925,65.747,6
tm161263,The Cave,MOVIE,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",2005,PG-13,97,"['horror', 'thriller', 'action', 'scifi', 'european']","['DE', 'US']",,tt0402901,5.1,38734,13.695,5.3
tm165593,Rumor Has It...,MOVIE,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.",2005,PG-13,97,"['romance', 'comedy', 'drama']","['DE', 'US']",,tt0398375,5.5,58247,13.521,5.6
tm137362,The Texas Chainsaw Massacre,MOVIE,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003,R,98,"['horror', 'crime']",['US'],,tt0324216,6.2,141736,80.47,6.2
tm78189,The Contractor,MOVIE,"Former CIA Operative, James Dial is coaxed back into action to kill a terrorist in London, but it all goes wrong and he is forced into hiding, where he meets and befriends a 12 year old girl.",2007,R,98,"['thriller', 'european']","['GB', 'US', 'BG']",,,,,15.026,5.6
tm23935,The Lake House,MOVIE,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",2006,PG,99,"['drama', 'thriller', 'fantasy', 'romance', 'documentation']",['US'],,tt0410297,6.8,149070,16.31,7
tm19608,The Blazing Sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,,100,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219,2.184,7
tm38736,Too Young The Hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,,100,"['drama', 'war']",['US'],,tt0096286,6.7,502,1.485,6.2
tm258072,Adam: His Song Continues,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",1986,,100,"['crime', 'drama']",['US'],,tt0090589,7,212,1.603,7
tm114356,The George McKenna Story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988,,100,['drama'],['US'],,tt0091106,6,921,2.296,6.1
tm24110,Strange Voices,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,,100,['drama'],['US'],,tt0094052,6.3,360,2.76,6.8
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",1988,,100,['drama'],['US'],,tt0095945,7.2,144,2.246,8
tm147829,Unspeakable Acts,MOVIE,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,1990,,100,['drama'],['US'],,tt0100848,6.1,464,2.075,5.3
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,,100,"['drama', 'sport']",['US'],,tt0103123,7.2,250,1.533,5.1
tm7810,Nightmare in Columbia County,MOVIE,The recounting of a terrible crime that wracked a family and galvanized police in South Carolina in the 1980's. Southern beauty pageant winner Dawn Smith is targeted by a sadistic stalker whose obsession with her leads him to kidnap her younger sister.,1991,,100,"['drama', 'thriller', 'crime']",['US'],,tt0102537,5.5,345,2.713,6
tm70807,I Am Legend,MOVIE,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",2007,PG-13,101,"['scifi', 'thriller', 'action', 'drama']",['US'],,tt0480249,7.2,745093,69.139,7.192
tm86189,Good Luck Chuck,MOVIE,"Cursed since childhood, dentist Charlie Logan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",2007,,101,"['comedy', 'romance']","['US', 'CA']",,tt0452625,5.6,90212,30.423,5.9
tm81270,Starsky & Hutch,MOVIE,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",2004,PG-13,101,"['comedy', 'crime']",['US'],,tt0335438,6.1,146880,13.938,5.8
tm14873,Dirty Harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,R,102,"['thriller', 'action', 'crime']",['US'],,tt0066999,7.7,155051,12.817,7.5
tm137013,The Ryan White Story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,,102,['drama'],['US'],,tt0098237,7.2,863,1.981,5.9
tm93055,Grown Ups,MOVIE,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",2010,PG-13,102,"['comedy', 'drama', 'european']",['US'],,tt1375670,5.9,249934,98.37,6.333
tm25947,Snatch,MOVIE,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2000,R,103,"['crime', 'comedy']","['US', 'GB']",,tt0208092,8.3,841435,25.203,7.8
tm6859,My Girl,MOVIE,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",1991,PG,103,"['drama', 'family', 'romance', 'comedy', 'european']",['US'],,tt0102492,6.9,80590,20.545,7.4
tm88465,Insidious,MOVIE,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",2010,PG-13,103,"['horror', 'thriller']","['CA', 'US']",,tt1591095,6.8,303820,99.129,6.929
tm98978,The Blue Lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,R,104,"['romance', 'action', 'drama']",['US'],,tt0080453,5.8,69844,50.324,6.156
tm49178,Vampires,MOVIE,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,1998,R,104,"['fantasy', 'action', 'horror', 'thriller']",['US'],,tt0120877,6.1,58670,10.108,6.3
tm55369,Edge of Seventeen,MOVIE,"From Toni Basil to the Eurythmics, from friendship bracelets to whip-it's, the summer of 1984 was about as 80s as the 80s ever got. Stuck right in the middle of it is Eric Hunter, heading towards his senior year, and passing the summer working at a local amusement park in the fast food restaurant. He is joined by his long time girl/friend Maggie, as they don their ugly brown polyester uniforms and face the world.",1998,R,104,"['romance', 'drama', 'comedy']",['US'],,tt0138414,6.8,6549,6.276,6.5
tm49839,The Players Club,MOVIE,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",1998,R,104,"['comedy', 'drama']",['US'],,tt0119905,5.9,6676,9.25,6.3
tm142895,Lean On Me,MOVIE,"When principal Joe Clark takes over decaying Eastside High School, he's faced with students wearing gang colors and graffiti-covered walls. Determined to do anything he must to turn the school around, he expels suspected drug dealers, padlocks doors and demands effort and results from students, staff and parents. Autocratic to a fault, this real-life educator put it all on the line.",1989,PG-13,105,['drama'],['US'],,tt0097722,7.4,20680,19.449,7.3
tm151332,"Alexandria, Again and Forever",MOVIE,"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.",1989,,105,['drama'],"['FR', 'EG']",,tt0099858,6.5,658,0.817,5.3
tm10811,Heavy,MOVIE,"Victor is a cook who works in a greasy bar/restaurant owned by his mother, Dolly. It's just the two of them, a waitress named Delores, and a heavy drinking regular, Leo. But things change when Callie, a beautiful college drop-out, shows up as a new waitress and steals Victor's heart. But Victor is too shy to do anything about it, and too self-consciously overweight to dream of winning Callie away.",1995,R,105,"['drama', 'romance']",['US'],,tt0113280,6.8,5047,3.308,6.8
tm52083,West Beirut,MOVIE,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy.",1998,PG-13,105,"['romance', 'drama', 'comedy', 'war', 'european']","['FR', 'NO', 'LB', 'BE']",,tt0157183,7.6,4221,3.308,7.3
tm52815,Disco Dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,,106,"['drama', 'romance']",['IN'],,tt0208903,6.4,1476,7.879,5.3
tm192405,Gattaca,MOVIE,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.",1997,PG-13,106,"['scifi', 'thriller', 'romance', 'drama']",['US'],,tt0119177,7.8,300701,17.789,7.553
tm44776,The Other,MOVIE,"Adam is the son of a wealthy Egyptian-American family who is studying at UCLA and returns home for a brief vacation. Upon his arrival he meets beautiful reporter Hanane, with whom he begins an intense love affair, and eventually they marry. Trouble arises when Hanane' s journalistic interests lead her to the corrupt business affairs of Adam's parents, who are interested in building an American tourist compound that would allow Americans further control of Egypt's tourist industry, and make them a whole lot richer.",1999,,106,"['romance', 'european', 'drama']","['FR', 'EG']",,tt0196355,5.9,997,1.12,5.9
tm26897,Quantum of Solace,MOVIE,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008,PG-13,106,"['thriller', 'action']","['GB', 'US']",,tt0830515,6.6,444241,31.298,6.304
tm30205,Ip Man,MOVIE,"A semi-biographical account of Yip Man, the first martial arts master to teach the Chinese martial art of Wing Chun. The film focuses on events surrounding Ip that took place in the city of Foshan between the 1930s to 1940s during the Second Sino-Japanese War. Directed by Wilson Yip, the film stars Donnie Yen in the lead role, and features fight choreography by Sammo Hung.",2008,R,106,"['drama', 'fantasy', 'comedy', 'history', 'action']",['HK'],,tt1220719,8,222372,21.074,7.7
tm183963,Dreamer: Inspired By a True Story,MOVIE,Ben Crane believes that a severely injured racehorse deserves another chance. He and his daughter Cale adopt the mare and save it from being sacrificed by the owner.,2005,PG,106,"['family', 'drama', 'sport', 'fantasy']",['US'],,tt0418647,6.8,13205,10.235,6.9
tm113513,Dumb and Dumber,MOVIE,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",1994,PG-13,107,['comedy'],['US'],,tt0109686,7.3,379999,31.852,6.6
tm11556,The Quick and the Dead,MOVIE,"A mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",1995,R,107,"['action', 'thriller', 'western', 'romance']","['JP', 'US']",,tt0114214,6.5,93767,13.056,6.5
tm192431,The Devil's Own,MOVIE,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997,R,107,"['crime', 'thriller', 'drama', 'action', 'european']",['US'],,tt0962637,6.2,65323,12.863,6.1
tm117488,The Next Karate Kid,MOVIE,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",1994,PG,107,"['action', 'drama', 'family', 'sport', 'romance']",['US'],,tt0110657,4.5,30422,20.185,5.318
tm101249,Cop Out,MOVIE,"Detectives Jimmy and Paul, despite nine years as partners, can still sometimes seem like polar opposites—especially when Paul's unpredictable antics get them suspended without pay. Already strapped for cash and trying to pay for his daughter's wedding, Jimmy decides to sell a rare baseball card that's worth tens of thousands. Unfortunately, when the collector's shop is robbed and the card vanishes with the crook, Paul and Jimmy end up going rogue, tracking down the card and the drug ring behind its theft, all on their own time and without any backup—except for each other.",2010,R,107,"['crime', 'action', 'comedy', 'thriller']",['US'],,tt1385867,5.5,88026,13.63,5.6
tm52274,The Little Wars,MOVIE,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped.",1982,,108,"['war', 'drama', 'european']","['FR', 'LB']",,tt0084492,6.3,152,1.956,5.5
tm103095,Ip Man 2,MOVIE,"Having defeated the best fighters of the Imperial Japanese army in occupied Shanghai, Ip Man and his family settle in post-war Hong Kong. Struggling to make a living, Master Ip opens a kung fu school to bring his celebrated art of Wing Chun to the troubled youth of Hong Kong. His growing reputation soon brings challenges from powerful enemies, including pre-eminent Hung Gar master, Hung Quan.",2010,R,108,"['drama', 'action', 'history', 'sport']","['HK', 'CN']",,tt1386932,7.5,104500,4.516,7.5
tm154986,Deliverance,MOVIE,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,R,109,"['drama', 'action', 'thriller', 'european']",['US'],,tt0068473,7.7,107673,10.01,7.3
tm79895,Halloween,MOVIE,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",2007,R,109,['horror'],['US'],,tt0373883,6,119606,38.491,6.2
tm700,"10,000 BC",MOVIE,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,2008,PG-13,109,"['action', 'drama', 'fantasy', 'history', 'thriller']","['US', 'ZA']",,tt0443649,5.1,130813,24.671,5.4
tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048,15.687,7.5
tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,,110,['drama'],['LB'],,tt0169599,6.4,108,1.025,7.2
