id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts30288,Mobile Suit Gundam Unicorn,SHOW,"The series begins in U.C. 0001, at the very beginning of human space colonization, when a space colony called Laplace is destroyed during a ceremony hosted by the Federation's Prime Minister ushering in the Universal Century dating system. The main story takes place in UC 0096, sixteen years after the end of the One Year War, three years after the events of Mobile Suit Gundam: Char's Counterattack, and 27 years before Mobile Suit Gundam F91. The story revolves around Banagher Links, a seemingly normal boy living and going to school in the space colonies. His life changes one day when he meets a girl named Audrey Burne, as the encounter brings him into contact with a new Gundam and its connections to an item called ""Laplace's Box.""",2010,TV-14,36,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],2,tt1587790,7.8,1291,10.936,7.9
ts5145,The Challenge,SHOW,"Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.",1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",['US'],37,tt6274074,7.8,3362,18.075,7.7
ts28516,Okupas,SHOW,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.",2000,TV-MA,40,"['drama', 'crime']",['AR'],1,tt0289649,9,2399,8.565,8.8
ts21247,The Vampire Diaries,SHOW,"The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.",2009,TV-14,42,"['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy']",['US'],8,tt1405406,7.7,314422,479.354,8.348
ts45948,Monty Python's Fliegender Zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,TV-MA,43,['comedy'],[],1,tt0202477,8.1,2151,1.487,7
ts22337,NCIS,SHOW,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2003,TV-14,43,"['crime', 'action', 'thriller', 'drama', 'comedy']",['US'],20,tt0364845,7.8,143846,251.622,7.6
ts20604,Friday Night Lights,SHOW,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",2006,TV-14,43,"['drama', 'sport']",['US'],5,tt0758745,8.7,65199,19.681,8.1
ts22176,Stargate SG-1,SHOW,"The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.",1997,TV-PG,44,"['scifi', 'drama', 'action']","['CA', 'US']",10,tt0118480,8.4,90196,88.851,8.3
ts224786,Escalona,SHOW,"The improbable real life of Rafael Escalona, who had no music education and became Colombia's king of vallenato music, chronicling everyday life.",1991,TV-MA,44,['drama'],['CO'],1,,,,7.352,7.6
ts22011,Heartland,SHOW,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",2007,TV-PG,44,"['drama', 'family']",['CA'],15,tt1094229,8.4,16337,74.638,8.3
ts2230,America's Next Top Model,SHOW,Aspiring models compete for a chance to break into the business with a panel of judges critiquing their progress throughout the competition.,2003,TV-14,44,['reality'],['US'],24,tt0363307,5.6,17905,14.501,5.3
ts21197,Merlin,SHOW,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",2008,TV-PG,44,"['action', 'drama', 'scifi', 'fantasy', 'european']",['GB'],5,tt1199099,7.9,80927,74.931,7.9
ts30313,Offspring,SHOW,"An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.",2010,,44,"['drama', 'comedy']",['AU'],7,tt1530541,8.3,4880,10.243,7
ts687,The 4400,SHOW,"4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.",2004,TV-14,44,"['drama', 'scifi', 'thriller']",['US'],4,tt0389564,7.3,45249,37.169,7.2
ts21684,Heartbreak High,SHOW,The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.,1994,TV-MA,45,"['drama', 'romance', 'comedy']",['AU'],7,tt5582224,7.8,3139,7.222,7.3
ts21465,Supernatural,SHOW,"When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,TV-14,45,"['scifi', 'horror', 'thriller', 'drama', 'fantasy']",['US'],15,tt0460681,8.4,434081,388.093,8.278
ts21567,Gilmore Girls,SHOW,"Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.",2000,TV-14,46,"['comedy', 'drama']",['US'],8,tt0238784,8.2,121462,58.578,7.827
ts9,The Walking Dead,SHOW,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,2010,TV-MA,46,"['action', 'drama', 'scifi', 'horror', 'thriller']",['US'],11,tt1520211,8.2,956604,597.277,8.1
ts31263,The Mole,SHOW,"Players working as a team complete a series of difficult physical and psychological tests, each worth a set amount of money. One of the players, however, is a ""Mole"" or saboteur, whose goal is to foil the efforts of the other players without revealing his or her identity. At the end of each episode, the group is given a quiz on The Mole's identity. The player who knows the least information about The Mole is then immediately sent home. In the final episode, The Mole is revealed and the one remaining player wins the jackpot, up to $1,000,000.",2001,TV-14,47,['reality'],"['BE', 'US']",5,tt0270792,7.6,1155,2.189,7.8
ts20981,Survivor,SHOW,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.",2000,TV-PG,48,['reality'],['US'],42,tt0239195,7.4,24687,54.19,7.4
ts4,Breaking Bad,SHOW,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,TV-MA,48,"['drama', 'crime', 'thriller']",['US'],5,tt0903747,9.5,1775990,353.848,8.79
tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!",1991,,49,['comedy'],['US'],,,,,1.84,6.1
ts21469,Grey's Anatomy,SHOW,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,2005,TV-14,49,"['drama', 'romance']",['US'],19,tt0413573,7.6,299165,803.786,8.252
ts26091,The Staircase,SHOW,"Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.",2004,TV-MA,49,"['crime', 'documentation', 'drama']",['FR'],2,tt8178674,7.8,21531,10.922,7.7
tm21953,Sam Kinison: Breaking the Rules,MOVIE,"This is a great performance. Through yelling and energetic story-telling, he talks about marriage, drugs, being arrested (thanks to his ex-wife), pleasing women, religion, and much, much more.",1987,R,50,"['comedy', 'documentation']",['US'],,tt0307403,7.2,660,1.843,7.2
ts63001,High Risk,SHOW,"High Risk is a program aired by the CBS television network as part of its 1988 fall lineup. The genesis of High Risk was a 1988 strike by members of both the Writers Guild of America, East and Writers Guild of America, west against the Alliance of Motion Picture and Television Producers. Unable to produce regular, scripted series, programs such as High Risk were put together to serve as replacements under fear of a two-year lockout. The CBS 100% in-house production featured ""high-risk"" stunts and jobs such as Border Patrol agent, automobile repo men, cave explorers, and thrilling roller-coaster testers. Intended as a two-year commitment, strike or no strike, High Risk received unanimous condemnations and was cancelled after being presented for one night. The show was hosted by Wayne Rogers.",1988,TV-PG,50,['comedy'],['US'],1,tt5944220,3.8,6,1.4,
tm203186,Children of Shatila,MOVIE,"Many people first became aware of the Shatila refugee camp in Lebanon after the shocking and horrific Sabra-Shatila massacre that took place there in 1982. Located in Beirut's ""belt of misery,"" the camp is home to 15,000 Palestinians and Lebanese who share a common experience of displacement, unemployment and poverty.  Fifty years after the exile of their grandparents from Palestine, the children of Shatila attempt to come to terms with the reality of being refugees in a camp that has survived massacre, siege and starvation.  Director Mai Masri focuses on two Palestinian children in the camp: Farah, age 11 and Issa, age 12. When these children are given video cameras, the story of the camp evolves from their personal narratives as they articulate the feelings and hopes of their generation.",1999,,50,"['documentation', 'history']",['LB'],,tt0243174,8.1,78,1.635,6.7
ts300399,Five Came Back: The Reference Films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,TV-MA,51,['documentation'],['US'],1,,,,0.6,
ts22082,Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,TV-PG,51,"['scifi', 'action', 'crime', 'drama']",['US'],4,tt0083437,6.9,34115,50.267,7.5
tm34391,Before the Flying Circus,MOVIE,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's inspired group of lunatics who turned such unlikely sources of inspiration as Spam, dead parrots and the Inquisition into enduring punch lines. This entertaining documentary includes interviews with members of the troupe, as well as home movies, photos and rare recordings from Monty Python's early years.",2000,,55,"['comedy', 'documentation']",['GB'],,tt9230920,7.3,168,1.444,8.5
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,116,1.536,5.8
tm64729,Sinbad: Nothin' but the Funk,MOVIE,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why he’s a veteran in comedy since the 80’s, with an entertaining show that the entire family can enjoy.",1998,,56,"['comedy', 'documentation']",['US'],,tt0938332,6.3,65,1.83,5.2
ts288536,The Great British Baking Show,SHOW,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,2010,TV-PG,57,"['reality', 'european']",['GB'],12,tt1877368,8.6,9856,5.581,7.7
tm57169,Monty Python: Live at Aspen,MOVIE,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,,58,"['comedy', 'documentation']","['GB', 'US']",,tt0287570,7.8,1096,2.681,6.9
ts20371,Top Gear,SHOW,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",2002,TV-PG,58,"['comedy', 'reality', 'european', 'music']",['GB'],32,tt1628033,8.7,117240,45.549,7.4
ts6644,Borgen,SHOW,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.",2010,TV-MA,58,"['drama', 'european']",['DK'],4,tt1526318,8.5,25485,51.118,8.1
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,PG-13,60,"['comedy', 'documentation']",['US'],,tt0938331,7.8,172,3.793,5.5
tm128073,Bill Hicks: Relentless,MOVIE,"Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, and drugs and music.",1992,,61,['comedy'],['GB'],,,,,3.822,7.8
tm76428,Jackass 2.5,MOVIE,"The crew have now set off to finish what as left over from Jackass 2.0, and in this version they have Wee Man use a 'pee' gun on themselves, having a mini motor bike fracas in the grocery mall, a sperm test, a portly crew member disguised as King Kong, as well as include three episodes of their hilarious adventures in India.",2007,,61,"['documentation', 'comedy']",['US'],,,,,28.197,6.1
tm320211,Children of God,MOVIE,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",1994,,63,['documentation'],['GB'],,tt6051792,6.3,612,0.685,6.4
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,,72,['comedy'],['GB'],,tt0213984,8.1,1522,1.801,6.9
tm21911,Sam Kinison: Live in Vegas,MOVIE,"Comedy / Music/Musical - In the town that knows no limits, Kinison gives a completely raw and uncensored performance at the very height of his career. Filled with scorching comedy, hot women and sizzling rock 'n roll, this rarely seen live show encapsulates the energy, verve and relentless brand of comedy that was unique to Kinison.",1991,,72,"['comedy', 'music', 'documentation']",['US'],,tt0249934,6.6,276,0.656,6
tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,,74,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47,0.6,5.2
tm188970,Bill Hicks: Revelations,MOVIE,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",1993,,74,"['comedy', 'documentation']",['GB'],,tt0152183,8.5,3098,3.784,8.1
tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,"Taped for HBO in August 1998, on the final date of Jerry Seinfeld's tour appearances at New York City's Broadhurst Theater, I'm Telling You for the Last Time presents the standup comedian's so-called ""final"" standup, or at least his final tour with the standup material that made him famous.",1998,G,75,"['comedy', 'documentation']",['US'],,tt0500140,7.9,5879,5.822,7.6
tm135083,Cairo Station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471,5.546,7.3
tm69997,Richard Pryor: Live in Concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141,4.718,7.5
tm132164,Bill Hicks: Sane Man,MOVIE,"Sane Man was filmed before Bill recorded ‘Dangerous’, his first comedy album, and is a turning point in Hicks’ career. It was the first complete Hicks show ever filmed and Bill pulled out all the stops for the cameras. Completely focused, a newly-sober Hicks paces the stage like a wild animal riffing effortless.",1989,R,80,['comedy'],['US'],,,,,3.377,7.5
tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,"Monty Python perform many of their greatest sketches at the Hollywood Bowl, including several from pre-Python days.",1982,R,81,"['comedy', 'documentation']",['GB'],,tt0084352,7.9,15230,6.833,7.4
tm148379,The Cat in the Hat,MOVIE,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",2003,PG,82,"['family', 'fantasy', 'comedy', 'action']",['US'],,tt0312528,4,82684,66.8,5.3
tm112381,Comedian,MOVIE,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",2002,R,82,"['comedy', 'documentation']",['US'],,tt0328962,6.9,6985,4.854,6.7
tm89036,Harold & Kumar Go to White Castle,MOVIE,"Nerdy accountant Harold and his irrepressible friend, Kumar, get stoned watching television and find themselves utterly bewitched by a commercial for White Castle. Convinced there must be one nearby, the two set out on a late-night odyssey that takes them deep into New Jersey. Somehow, the boys manage to run afoul of rednecks, cops and even a car-stealing Neil Patrick Harris before getting anywhere near their beloved sliders.",2004,R,83,['comedy'],['US'],,tt0366551,7,194695,15.026,6.5
tm24088,Scary Movie 4,MOVIE,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2006,PG-13,83,"['comedy', 'horror']",['US'],,tt0362120,5.1,120997,83.018,5.5
tm117580,She's Gotta Have It,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,R,84,"['romance', 'comedy']",['US'],,tt0091939,6.7,14472,7.416,6.707
tm111600,The Sweetest Thing,MOVIE,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",2002,R,84,"['comedy', 'romance']",['US'],,tt0253867,5.1,58884,10.625,5.5
ts98340,Metallica: Some Kind of Monster,SHOW,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.",2004,TV-MA,84,['western'],"['CA', 'US']",1,tt6954486,,,0.893,
tm104880,Louis C.K.: Hilarious,MOVIE,"In this unique and dynamic live concert experience, Louis C.K.'s exploration of life after 40 destroys politically correct images of modern life with thoughts we have all had...but would rarely admit to.",2010,,84,['comedy'],['US'],,tt1421373,8.4,12089,5.717,7.9
tm86924,Soul Plane,MOVIE,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",2004,R,86,"['romance', 'comedy']",['US'],,tt0367085,4.5,23048,21.864,5.3
tm126769,Waiting for the Hearse,MOVIE,"Mama Cora, who is almost eighty years old, has three sons and a daughter. She lives with one of them, who has serious financial problems. The family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,,87,['comedy'],['AR'],,tt0089108,8,6399,7.81,8.1
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],,tt0169858,8,53152,32.569,8.4
tm63514,The Last Days,MOVIE,"Five Jewish Hungarians, now U.S. citizens, tell their stories: before March, 1944, when Nazis began to exterminate Hungarian Jews, months in concentration camps, and visiting childhood homes more than 50 years later. An historian, a Sonderkommando, a doctor who experimented on Auschwitz prisoners, and US soldiers who were part of the liberation in April, 1945.",1998,PG-13,87,"['drama', 'history', 'war', 'documentation']",['US'],,tt0174852,7.9,4378,3.766,7.8
tm57190,The One,MOVIE,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,2001,PG-13,87,"['thriller', 'action', 'scifi']",['US'],,tt0267804,5.9,92007,21.223,6.1
tm89684,New York Minute,MOVIE,"Top student Jane Ryan heads to Manhattan for a college-scholarship competition. Her rebellious twin Roxy Ryan goes along to crash a video shoot. But anything can happen - and does - in a romp involving a pursuing truant officer, a smuggler, hunkalicious guys and the girls' realization that when the chips are down, a sister can be the best friend of all.",2004,PG,87,"['comedy', 'crime', 'family', 'romance']",['US'],,tt0363282,4.9,23476,11.818,6.2
tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,,88,['drama'],"['PS', 'US', 'FR', 'DE']",,tt0115895,6.9,733,2.099,6.7
tm150112,Old School,MOVIE,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,2003,R,88,"['comedy', 'european']",['US'],,tt0302886,7,229171,17.131,6.577
tm116324,Jackass: The Movie,MOVIE,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",2002,R,88,"['comedy', 'documentation', 'action']",['US'],,tt0322802,6.6,94423,25.23,6.3
tm78671,Cleaner,MOVIE,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.",2007,R,88,"['thriller', 'crime']",['US'],,tt0896798,6.1,42285,11.509,6
tm29555,Friends with Money,MOVIE,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",2006,R,88,"['comedy', 'drama', 'romance']",['US'],,tt0436331,5.8,30468,11.86,5.1
tm191387,Anaconda,MOVIE,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",1997,PG-13,89,"['horror', 'thriller', 'action']","['PE', 'US', 'BR']",,tt0118615,4.8,104213,34.405,5.1
tm58382,Not Another Teen Movie,MOVIE,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",2001,R,89,['comedy'],['US'],,tt0277371,5.7,105352,36.438,5.8
tm20712,Eddie Murphy Raw,MOVIE,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",1987,R,90,"['comedy', 'documentation']",['US'],,tt0092948,7.6,19757,7.992,7.3
tm136808,Identity,MOVIE,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",2003,R,90,['thriller'],['US'],,tt0309698,7.3,240433,19.558,7.181
tm150260,Cloudy with a Chance of Meatballs,MOVIE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009,PG,90,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'romance', 'drama']",['US'],,tt0844471,6.9,229274,58.945,6.6
tm78919,Mr. Bean's Holiday,MOVIE,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",2007,G,90,"['family', 'comedy', 'european']","['US', 'FR', 'DE', 'GB']",,tt0453451,6.4,125160,32.512,6.3
tm127384,Monty Python and the Holy Grail,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,PG,91,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486,15.461,7.811
tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,['horror'],"['GB', 'US']",,tt0087800,7.4,234068,48.358,7.3
tm7073,Knight Rider 2000,MOVIE,"In the future, guns are banned and criminals are frozen for the duration of their sentences. A recent spate of killings involving handguns brings Michael Knight back to fight for justice, but he insists of the help of KITT, his artificially-intelligent car from decades ago. The only problem is that KITT has been deactivated.",1991,G,91,"['action', 'scifi']",['US'],,tt0102227,4.5,3207,7.945,5.1
tm46436,Thir13en Ghosts,MOVIE,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",2001,R,91,"['horror', 'thriller', 'fantasy']","['CA', 'US']",,tt0245674,5.6,87083,50.592,6.2
tm78067,The Girl Next Door,MOVIE,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",2007,R,91,"['crime', 'drama', 'horror', 'thriller']",['US'],,tt0830558,6.5,26293,13.131,6.7
tm27268,Monster House,MOVIE,"Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",2006,PG,91,"['animation', 'comedy', 'family', 'fantasy']",['US'],,tt0385880,6.6,117008,51.891,6.6
